GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
1400000US36025970600,36025970600,"Census Tract 9706, Delaware County, New York",2366,179,1467,249,899,193
1400000US36025970700,36025970700,"Census Tract 9707, Delaware County, New York",1004,75,839,66,165,43
1400000US36025970800,36025970800,"Census Tract 9708, Delaware County, New York",1396,135,989,112,407,93
1400000US36025970900,36025970900,"Census Tract 9709, Delaware County, New York",6,11,0,11,6,11
1400000US36025971000,36025971000,"Census Tract 9710, Delaware County, New York",1230,77,826,77,404,61
1400000US36025971100,36025971100,"Census Tract 9711, Delaware County, New York",949,102,738,115,211,67
1400000US36025971200,36025971200,"Census Tract 9712, Delaware County, New York",1763,192,1233,180,530,147
1400000US36025971300,36025971300,"Census Tract 9713, Delaware County, New York",864,99,700,95,164,59
1400000US36025971400,36025971400,"Census Tract 9714, Delaware County, New York",1251,98,971,87,280,68
1400000US36027010000,36027010000,"Census Tract 100, Dutchess County, New York",1638,159,1093,158,545,133
1400000US36027020003,36027020003,"Census Tract 200.03, Dutchess County, New York",1519,92,1331,99,188,86
1400000US36027020004,36027020004,"Census Tract 200.04, Dutchess County, New York",911,68,867,67,44,28
1400000US36027020005,36027020005,"Census Tract 200.05, Dutchess County, New York",1884,93,1653,116,231,87
1400000US36027030000,36027030000,"Census Tract 300, Dutchess County, New York",1579,128,1265,125,314,107
1400000US36027040001,36027040001,"Census Tract 400.01, Dutchess County, New York",1749,137,1291,158,458,144
1400000US36027040003,36027040003,"Census Tract 400.03, Dutchess County, New York",1327,105,930,109,397,125
1400000US36027050102,36027050102,"Census Tract 501.02, Dutchess County, New York",1243,72,1158,75,85,50
1400000US36027050103,36027050103,"Census Tract 501.03, Dutchess County, New York",1736,98,1566,122,170,90
1400000US36027050104,36027050104,"Census Tract 501.04, Dutchess County, New York",2158,115,2062,133,96,88
1400000US36027050203,36027050203,"Census Tract 502.03, Dutchess County, New York",1696,110,1437,104,259,76
1400000US36027050204,36027050204,"Census Tract 502.04, Dutchess County, New York",917,54,867,59,50,32
1400000US36027050205,36027050205,"Census Tract 502.05, Dutchess County, New York",1742,95,1469,126,273,121
1400000US36027060100,36027060100,"Census Tract 601, Dutchess County, New York",1953,143,967,163,986,154
1400000US36027060201,36027060201,"Census Tract 602.01, Dutchess County, New York",1411,94,1069,85,342,79
1400000US36027060202,36027060202,"Census Tract 602.02, Dutchess County, New York",1687,99,1253,132,434,114
1400000US36027060301,36027060301,"Census Tract 603.01, Dutchess County, New York",1506,76,1326,90,180,63
1400000US36027060302,36027060302,"Census Tract 603.02, Dutchess County, New York",1119,55,874,99,245,98
1400000US36027060400,36027060400,"Census Tract 604, Dutchess County, New York",972,78,310,67,662,87
1400000US36027070101,36027070101,"Census Tract 701.01, Dutchess County, New York",1584,102,1070,85,514,97
1400000US36027070102,36027070102,"Census Tract 701.02, Dutchess County, New York",1183,90,930,93,253,82
1400000US36027070201,36027070201,"Census Tract 702.01, Dutchess County, New York",1188,80,695,73,493,86
1400000US36027070301,36027070301,"Census Tract 703.01, Dutchess County, New York",2236,150,1716,189,520,176
1400000US36027070401,36027070401,"Census Tract 704.01, Dutchess County, New York",1218,59,939,86,279,79
1400000US36027080103,36027080103,"Census Tract 801.03, Dutchess County, New York",1502,96,1425,101,77,61
1400000US36027080104,36027080104,"Census Tract 801.04, Dutchess County, New York",1232,81,1131,98,101,68
1400000US36027080201,36027080201,"Census Tract 802.01, Dutchess County, New York",1572,98,1515,96,57,39
1400000US36027080202,36027080202,"Census Tract 802.02, Dutchess County, New York",916,49,828,62,88,51
1400000US36027090000,36027090000,"Census Tract 900, Dutchess County, New York",942,73,752,71,190,64
1400000US36027100000,36027100000,"Census Tract 1000, Dutchess County, New York",1188,110,709,125,479,96
1400000US36027110003,36027110003,"Census Tract 1100.03, Dutchess County, New York",1546,82,1262,117,284,105
1400000US36027110004,36027110004,"Census Tract 1100.04, Dutchess County, New York",696,56,546,61,150,50
1400000US36027110005,36027110005,"Census Tract 1100.05, Dutchess County, New York",888,64,511,60,377,70
1400000US36027120000,36027120000,"Census Tract 1200, Dutchess County, New York",1031,76,725,87,306,76
1400000US36027130003,36027130003,"Census Tract 1300.03, Dutchess County, New York",2352,122,1347,152,1005,160
1400000US36027130004,36027130004,"Census Tract 1300.04, Dutchess County, New York",616,43,524,42,92,35
1400000US36027130005,36027130005,"Census Tract 1300.05, Dutchess County, New York",1051,72,835,82,216,72
1400000US36027140101,36027140101,"Census Tract 1401.01, Dutchess County, New York",1207,98,862,104,345,98
1400000US36027140200,36027140200,"Census Tract 1402, Dutchess County, New York",2794,178,1709,202,1085,204
1400000US36027140300,36027140300,"Census Tract 1403, Dutchess County, New York",2395,194,987,163,1408,193
1400000US36027140400,36027140400,"Census Tract 1404, Dutchess County, New York",1779,87,1682,101,97,54
1400000US36027140500,36027140500,"Census Tract 1405, Dutchess County, New York",1326,87,623,91,703,100
1400000US36027140602,36027140602,"Census Tract 1406.02, Dutchess County, New York",1059,48,937,62,122,45
1400000US36027140700,36027140700,"Census Tract 1407, Dutchess County, New York",2431,130,2082,133,349,100
1400000US36027140801,36027140801,"Census Tract 1408.01, Dutchess County, New York",1054,68,977,88,77,46
1400000US36027150003,36027150003,"Census Tract 1500.03, Dutchess County, New York",666,61,372,55,294,54
1400000US36027150004,36027150004,"Census Tract 1500.04, Dutchess County, New York",1308,70,1076,110,232,86
1400000US36027150005,36027150005,"Census Tract 1500.05, Dutchess County, New York",1024,70,775,89,249,84
1400000US36027150006,36027150006,"Census Tract 1500.06, Dutchess County, New York",786,68,434,51,352,64
1400000US36027160003,36027160003,"Census Tract 1600.03, Dutchess County, New York",924,84,698,92,226,62
1400000US36027160004,36027160004,"Census Tract 1600.04, Dutchess County, New York",1006,84,736,68,270,57
1400000US36027160005,36027160005,"Census Tract 1600.05, Dutchess County, New York",1210,107,652,92,558,112
1400000US36027170000,36027170000,"Census Tract 1700, Dutchess County, New York",1471,123,1110,144,361,112
1400000US36027180001,36027180001,"Census Tract 1800.01, Dutchess County, New York",1831,105,1533,96,298,76
1400000US36027190101,36027190101,"Census Tract 1901.01, Dutchess County, New York",1375,81,1285,91,90,62
1400000US36027190102,36027190102,"Census Tract 1901.02, Dutchess County, New York",687,59,373,59,314,57
1400000US36027190203,36027190203,"Census Tract 1902.03, Dutchess County, New York",980,53,785,79,195,65
1400000US36027190204,36027190204,"Census Tract 1902.04, Dutchess County, New York",1691,94,1590,104,101,55
1400000US36027190301,36027190301,"Census Tract 1903.01, Dutchess County, New York",1654,77,790,97,864,107
1400000US36027190401,36027190401,"Census Tract 1904.01, Dutchess County, New York",777,57,579,67,198,67
1400000US36027190402,36027190402,"Census Tract 1904.02, Dutchess County, New York",1298,98,973,130,325,110
1400000US36027200001,36027200001,"Census Tract 2000.01, Dutchess County, New York",1240,93,895,105,345,111
1400000US36027200002,36027200002,"Census Tract 2000.02, Dutchess County, New York",687,74,356,61,331,58
1400000US36027210101,36027210101,"Census Tract 2101.01, Dutchess County, New York",1918,155,875,128,1043,163
1400000US36027210201,36027210201,"Census Tract 2102.01, Dutchess County, New York",1609,149,809,104,800,141
1400000US36027210301,36027210301,"Census Tract 2103.01, Dutchess County, New York",1617,117,1108,134,509,119
1400000US36027220100,36027220100,"Census Tract 2201, Dutchess County, New York",2150,175,240,109,1910,192
1400000US36027220201,36027220201,"Census Tract 2202.01, Dutchess County, New York",1163,105,311,84,852,116
1400000US36027220300,36027220300,"Census Tract 2203, Dutchess County, New York",1720,127,425,104,1295,131
1400000US36027220700,36027220700,"Census Tract 2207, Dutchess County, New York",1033,65,344,61,689,75
1400000US36027220801,36027220801,"Census Tract 2208.01, Dutchess County, New York",1753,132,537,107,1216,159
1400000US36027220901,36027220901,"Census Tract 2209.01, Dutchess County, New York",1522,146,741,110,781,140
1400000US36027221001,36027221001,"Census Tract 2210.01, Dutchess County, New York",1749,110,1526,105,223,72
1400000US36027221100,36027221100,"Census Tract 2211, Dutchess County, New York",1473,132,315,103,1158,138
1400000US36027300000,36027300000,"Census Tract 3000, Dutchess County, New York",2064,216,715,152,1349,172
1400000US36027410000,36027410000,"Census Tract 4100, Dutchess County, New York",767,42,440,50,327,57
1400000US36027610000,36027610000,"Census Tract 6100, Dutchess County, New York",4,5,0,11,4,5
1400000US36027640001,36027640001,"Census Tract 6400.01, Dutchess County, New York",0,11,0,11,0,11
1400000US36027640002,36027640002,"Census Tract 6400.02, Dutchess County, New York",59,17,0,11,59,17
1400000US36029000110,36029000110,"Census Tract 1.10, Erie County, New York",1051,85,630,94,421,101
1400000US36029000200,36029000200,"Census Tract 2, Erie County, New York",1706,113,846,105,860,121
1400000US36029000500,36029000500,"Census Tract 5, Erie County, New York",791,72,494,65,297,71
1400000US36029000600,36029000600,"Census Tract 6, Erie County, New York",2004,140,1518,163,486,155
1400000US36029000700,36029000700,"Census Tract 7, Erie County, New York",1465,99,1101,91,364,94
1400000US36029000800,36029000800,"Census Tract 8, Erie County, New York",1865,112,1324,137,541,138
1400000US36029000900,36029000900,"Census Tract 9, Erie County, New York",1097,37,600,96,497,95
1400000US36029001000,36029001000,"Census Tract 10, Erie County, New York",2338,168,1007,164,1331,202
1400000US36029001100,36029001100,"Census Tract 11, Erie County, New York",1293,114,650,88,643,116
1400000US36029001402,36029001402,"Census Tract 14.02, Erie County, New York",1597,145,258,61,1339,143
1400000US36029001500,36029001500,"Census Tract 15, Erie County, New York",707,82,319,62,388,83
1400000US36029001600,36029001600,"Census Tract 16, Erie County, New York",1051,131,263,68,788,130
1400000US36029001700,36029001700,"Census Tract 17, Erie County, New York",761,80,332,77,429,82
1400000US36029001900,36029001900,"Census Tract 19, Erie County, New York",1420,85,1012,111,408,114
1400000US36029002300,36029002300,"Census Tract 23, Erie County, New York",1407,107,532,152,875,165
1400000US36029002400,36029002400,"Census Tract 24, Erie County, New York",1793,160,870,128,923,155
1400000US36029002502,36029002502,"Census Tract 25.02, Erie County, New York",1034,65,378,71,656,88
1400000US36029002702,36029002702,"Census Tract 27.02, Erie County, New York",798,101,296,79,502,99
1400000US36029002800,36029002800,"Census Tract 28, Erie County, New York",861,84,306,81,555,97
1400000US36029002900,36029002900,"Census Tract 29, Erie County, New York",776,105,303,63,473,104
1400000US36029003000,36029003000,"Census Tract 30, Erie County, New York",1088,113,505,117,583,129
1400000US36029003100,36029003100,"Census Tract 31, Erie County, New York",854,112,385,95,469,111
1400000US36029003301,36029003301,"Census Tract 33.01, Erie County, New York",1447,126,617,128,830,149
1400000US36029003302,36029003302,"Census Tract 33.02, Erie County, New York",1504,159,673,136,831,174
1400000US36029003400,36029003400,"Census Tract 34, Erie County, New York",1203,142,517,101,686,157
1400000US36029003500,36029003500,"Census Tract 35, Erie County, New York",1555,168,612,114,943,162
1400000US36029003600,36029003600,"Census Tract 36, Erie County, New York",1185,116,490,107,695,119
1400000US36029003700,36029003700,"Census Tract 37, Erie County, New York",1636,133,521,107,1115,136
1400000US36029003800,36029003800,"Census Tract 38, Erie County, New York",1088,83,411,90,677,121
1400000US36029003901,36029003901,"Census Tract 39.01, Erie County, New York",532,50,259,55,273,58
1400000US36029004001,36029004001,"Census Tract 40.01, Erie County, New York",1933,144,774,141,1159,179
1400000US36029004100,36029004100,"Census Tract 41, Erie County, New York",1923,112,880,131,1043,140
1400000US36029004200,36029004200,"Census Tract 42, Erie County, New York",1483,119,769,111,714,151
1400000US36029004300,36029004300,"Census Tract 43, Erie County, New York",2317,201,936,166,1381,236
1400000US36029004401,36029004401,"Census Tract 44.01, Erie County, New York",1874,105,863,112,1011,138
1400000US36029004402,36029004402,"Census Tract 44.02, Erie County, New York",1219,76,93,40,1126,83
1400000US36029004500,36029004500,"Census Tract 45, Erie County, New York",2431,177,1468,187,963,187
1400000US36029004601,36029004601,"Census Tract 46.01, Erie County, New York",1217,96,639,82,578,95
1400000US36029004602,36029004602,"Census Tract 46.02, Erie County, New York",4,5,4,5,0,11
1400000US36029004700,36029004700,"Census Tract 47, Erie County, New York",2347,161,874,163,1473,219
1400000US36029004800,36029004800,"Census Tract 48, Erie County, New York",1785,87,1095,95,690,117
1400000US36029004900,36029004900,"Census Tract 49, Erie County, New York",2811,157,1160,240,1651,250
1400000US36029005000,36029005000,"Census Tract 50, Erie County, New York",1100,75,545,88,555,96
1400000US36029005100,36029005100,"Census Tract 51, Erie County, New York",2309,162,1050,154,1259,207
1400000US36029005201,36029005201,"Census Tract 52.01, Erie County, New York",1213,100,684,93,529,108
1400000US36029005202,36029005202,"Census Tract 52.02, Erie County, New York",953,64,356,61,597,71
1400000US36029005300,36029005300,"Census Tract 53, Erie County, New York",564,25,209,31,355,35
1400000US36029005400,36029005400,"Census Tract 54, Erie County, New York",1812,110,876,93,936,111
1400000US36029005500,36029005500,"Census Tract 55, Erie County, New York",1603,137,341,85,1262,139
1400000US36029005600,36029005600,"Census Tract 56, Erie County, New York",1819,113,564,106,1255,148
1400000US36029005700,36029005700,"Census Tract 57, Erie County, New York",1069,97,364,93,705,118
1400000US36029005801,36029005801,"Census Tract 58.01, Erie County, New York",1367,107,542,99,825,135
1400000US36029005802,36029005802,"Census Tract 58.02, Erie County, New York",1694,126,634,143,1060,155
1400000US36029005900,36029005900,"Census Tract 59, Erie County, New York",1679,143,510,108,1169,153
1400000US36029006100,36029006100,"Census Tract 61, Erie County, New York",1574,163,425,88,1149,143
1400000US36029006201,36029006201,"Census Tract 62.01, Erie County, New York",0,11,0,11,0,11
1400000US36029006301,36029006301,"Census Tract 63.01, Erie County, New York",2181,123,910,148,1271,158
1400000US36029006302,36029006302,"Census Tract 63.02, Erie County, New York",1148,81,556,80,592,98
1400000US36029006501,36029006501,"Census Tract 65.01, Erie County, New York",1287,118,514,89,773,128
1400000US36029006601,36029006601,"Census Tract 66.01, Erie County, New York",1037,106,366,65,671,108
1400000US36029006602,36029006602,"Census Tract 66.02, Erie County, New York",1322,99,453,91,869,119
1400000US36029006701,36029006701,"Census Tract 67.01, Erie County, New York",1683,157,351,102,1332,155
1400000US36029006702,36029006702,"Census Tract 67.02, Erie County, New York",2135,159,257,91,1878,186
1400000US36029006800,36029006800,"Census Tract 68, Erie County, New York",1888,162,557,146,1331,208
1400000US36029006901,36029006901,"Census Tract 69.01, Erie County, New York",1263,140,361,86,902,138
1400000US36029006902,36029006902,"Census Tract 69.02, Erie County, New York",1909,119,757,145,1152,164
1400000US36029007000,36029007000,"Census Tract 70, Erie County, New York",1127,112,357,98,770,128
1400000US36029007101,36029007101,"Census Tract 71.01, Erie County, New York",1612,130,294,135,1318,172
1400000US36029007102,36029007102,"Census Tract 71.02, Erie County, New York",1287,113,267,69,1020,130
1400000US36029007202,36029007202,"Census Tract 72.02, Erie County, New York",944,46,324,68,620,73
1400000US36029007302,36029007302,"Census Tract 73.02, Erie County, New York",3078,143,2757,165,321,110
1400000US36029007303,36029007303,"Census Tract 73.03, Erie County, New York",2847,157,1846,147,1001,165
1400000US36029007304,36029007304,"Census Tract 73.04, Erie County, New York",1952,101,1841,113,111,71
1400000US36029007600,36029007600,"Census Tract 76, Erie County, New York",1291,80,1178,93,113,61
1400000US36029007700,36029007700,"Census Tract 77, Erie County, New York",2153,120,1423,140,730,149
1400000US36029007800,36029007800,"Census Tract 78, Erie County, New York",2360,147,1789,165,571,126
1400000US36029007901,36029007901,"Census Tract 79.01, Erie County, New York",1431,76,757,88,674,91
1400000US36029007902,36029007902,"Census Tract 79.02, Erie County, New York",2593,135,2163,133,430,128
1400000US36029007903,36029007903,"Census Tract 79.03, Erie County, New York",1485,52,1330,76,155,72
1400000US36029007904,36029007904,"Census Tract 79.04, Erie County, New York",1442,88,1109,95,333,91
1400000US36029007905,36029007905,"Census Tract 79.05, Erie County, New York",2008,133,1654,125,354,137
1400000US36029008001,36029008001,"Census Tract 80.01, Erie County, New York",2226,99,1821,149,405,123
1400000US36029008002,36029008002,"Census Tract 80.02, Erie County, New York",2508,77,1983,146,525,145
1400000US36029008003,36029008003,"Census Tract 80.03, Erie County, New York",2236,134,1753,166,483,164
1400000US36029008101,36029008101,"Census Tract 81.01, Erie County, New York",2857,113,1856,152,1001,164
1400000US36029008102,36029008102,"Census Tract 81.02, Erie County, New York",1986,61,1701,78,285,72
1400000US36029008201,36029008201,"Census Tract 82.01, Erie County, New York",1151,50,797,72,354,77
1400000US36029008202,36029008202,"Census Tract 82.02, Erie County, New York",1777,103,901,101,876,126
1400000US36029008300,36029008300,"Census Tract 83, Erie County, New York",1108,98,219,63,889,105
1400000US36029008400,36029008400,"Census Tract 84, Erie County, New York",974,73,735,89,239,91
1400000US36029008500,36029008500,"Census Tract 85, Erie County, New York",1203,70,784,81,419,86
1400000US36029008600,36029008600,"Census Tract 86, Erie County, New York",2138,110,1324,140,814,147
1400000US36029008700,36029008700,"Census Tract 87, Erie County, New York",2084,110,1457,140,627,148
1400000US36029008800,36029008800,"Census Tract 88, Erie County, New York",1594,80,1111,96,483,94
1400000US36029008900,36029008900,"Census Tract 89, Erie County, New York",1990,121,1367,115,623,111
1400000US36029009004,36029009004,"Census Tract 90.04, Erie County, New York",1498,66,1375,85,123,72
1400000US36029009006,36029009006,"Census Tract 90.06, Erie County, New York",3074,109,2400,129,674,149
1400000US36029009007,36029009007,"Census Tract 90.07, Erie County, New York",2640,110,2510,150,130,82
1400000US36029009008,36029009008,"Census Tract 90.08, Erie County, New York",2445,164,1504,156,941,180
1400000US36029009009,36029009009,"Census Tract 90.09, Erie County, New York",2160,72,1756,116,404,125
1400000US36029009010,36029009010,"Census Tract 90.10, Erie County, New York",2087,97,1721,98,366,89
1400000US36029009104,36029009104,"Census Tract 91.04, Erie County, New York",1710,39,1604,63,106,43
1400000US36029009106,36029009106,"Census Tract 91.06, Erie County, New York",1143,87,872,79,271,87
1400000US36029009107,36029009107,"Census Tract 91.07, Erie County, New York",2010,113,1074,185,936,166
1400000US36029009109,36029009109,"Census Tract 91.09, Erie County, New York",1239,82,969,85,270,84
1400000US36029009110,36029009110,"Census Tract 91.10, Erie County, New York",4,6,0,16,4,6
1400000US36029009112,36029009112,"Census Tract 91.12, Erie County, New York",1551,91,438,61,1113,93
1400000US36029009113,36029009113,"Census Tract 91.13, Erie County, New York",2610,84,2501,99,109,68
1400000US36029009114,36029009114,"Census Tract 91.14, Erie County, New York",1688,74,1482,86,206,78
1400000US36029009115,36029009115,"Census Tract 91.15, Erie County, New York",1748,123,642,123,1106,116
1400000US36029009116,36029009116,"Census Tract 91.16, Erie County, New York",2108,145,1013,121,1095,182
1400000US36029009200,36029009200,"Census Tract 92, Erie County, New York",2044,130,906,126,1138,138
1400000US36029009301,36029009301,"Census Tract 93.01, Erie County, New York",2322,134,1319,143,1003,171
1400000US36029009302,36029009302,"Census Tract 93.02, Erie County, New York",1155,40,950,73,205,74
1400000US36029009401,36029009401,"Census Tract 94.01, Erie County, New York",2271,87,1764,111,507,112
1400000US36029009402,36029009402,"Census Tract 94.02, Erie County, New York",1900,62,1601,91,299,89
1400000US36029009501,36029009501,"Census Tract 95.01, Erie County, New York",2212,48,2005,119,207,107
1400000US36029009502,36029009502,"Census Tract 95.02, Erie County, New York",2921,147,2155,148,766,145
1400000US36029009600,36029009600,"Census Tract 96, Erie County, New York",3205,107,1510,126,1695,151
1400000US36029009701,36029009701,"Census Tract 97.01, Erie County, New York",1277,75,949,84,328,82
1400000US36029009702,36029009702,"Census Tract 97.02, Erie County, New York",1989,74,1693,115,296,87
1400000US36029009800,36029009800,"Census Tract 98, Erie County, New York",755,60,501,65,254,60
1400000US36029009900,36029009900,"Census Tract 99, Erie County, New York",1651,106,1133,112,518,106
1400000US36029010001,36029010001,"Census Tract 100.01, Erie County, New York",1290,56,1045,80,245,71
1400000US36029010002,36029010002,"Census Tract 100.02, Erie County, New York",2163,110,1659,129,504,143
1400000US36029010003,36029010003,"Census Tract 100.03, Erie County, New York",1664,88,1154,96,510,96
1400000US36029010101,36029010101,"Census Tract 101.01, Erie County, New York",1979,109,1749,112,230,114
1400000US36029010102,36029010102,"Census Tract 101.02, Erie County, New York",1703,101,641,96,1062,125
1400000US36029010103,36029010103,"Census Tract 101.03, Erie County, New York",1768,68,1286,114,482,104
1400000US36029010201,36029010201,"Census Tract 102.01, Erie County, New York",1286,44,998,78,288,70
1400000US36029010202,36029010202,"Census Tract 102.02, Erie County, New York",1264,99,893,93,371,102
1400000US36029010300,36029010300,"Census Tract 103, Erie County, New York",535,60,312,51,223,53
1400000US36029010400,36029010400,"Census Tract 104, Erie County, New York",871,85,430,60,441,82
1400000US36029010500,36029010500,"Census Tract 105, Erie County, New York",982,85,768,91,214,77
1400000US36029010600,36029010600,"Census Tract 106, Erie County, New York",1138,82,742,102,396,108
1400000US36029010700,36029010700,"Census Tract 107, Erie County, New York",1108,92,852,84,256,81
1400000US36029010803,36029010803,"Census Tract 108.03, Erie County, New York",863,40,659,44,204,50
1400000US36029010804,36029010804,"Census Tract 108.04, Erie County, New York",1788,68,1384,77,404,78
1400000US36029010805,36029010805,"Census Tract 108.05, Erie County, New York",2153,39,1822,134,331,133
1400000US36029010807,36029010807,"Census Tract 108.07, Erie County, New York",2442,88,1442,142,1000,151
1400000US36029010808,36029010808,"Census Tract 108.08, Erie County, New York",1813,90,814,104,999,117
1400000US36029010809,36029010809,"Census Tract 108.09, Erie County, New York",1307,47,1205,57,102,46
1400000US36029010901,36029010901,"Census Tract 109.01, Erie County, New York",1097,71,953,87,144,64
1400000US36029010902,36029010902,"Census Tract 109.02, Erie County, New York",2441,122,1266,137,1175,122
1400000US36029011000,36029011000,"Census Tract 110, Erie County, New York",773,57,586,58,187,64
1400000US36029011100,36029011100,"Census Tract 111, Erie County, New York",918,50,840,59,78,37
1400000US36029011200,36029011200,"Census Tract 112, Erie County, New York",3068,159,2281,149,787,158
1400000US36029011300,36029011300,"Census Tract 113, Erie County, New York",2254,137,1676,164,578,164
1400000US36029011400,36029011400,"Census Tract 114, Erie County, New York",897,66,543,69,354,85
1400000US36029011500,36029011500,"Census Tract 115, Erie County, New York",627,48,491,54,136,52
1400000US36029011600,36029011600,"Census Tract 116, Erie County, New York",1023,75,609,46,414,78
1400000US36029011700,36029011700,"Census Tract 117, Erie County, New York",1885,91,1170,111,715,120
1400000US36029011800,36029011800,"Census Tract 118, Erie County, New York",1583,85,1153,109,430,89
1400000US36029012001,36029012001,"Census Tract 120.01, Erie County, New York",1780,84,1448,81,332,92
1400000US36029012002,36029012002,"Census Tract 120.02, Erie County, New York",1398,84,1214,72,184,74
1400000US36029012003,36029012003,"Census Tract 120.03, Erie County, New York",2106,57,1957,70,149,62
1400000US36029012300,36029012300,"Census Tract 123, Erie County, New York",1335,123,636,104,699,130
1400000US36029012400,36029012400,"Census Tract 124, Erie County, New York",1016,105,591,107,425,98
1400000US36029012501,36029012501,"Census Tract 125.01, Erie County, New York",2048,153,957,163,1091,199
1400000US36029012502,36029012502,"Census Tract 125.02, Erie County, New York",848,48,619,73,229,59
1400000US36029012800,36029012800,"Census Tract 128, Erie County, New York",1144,81,622,72,522,85
1400000US36029012901,36029012901,"Census Tract 129.01, Erie County, New York",3077,128,1801,188,1276,195
1400000US36029012902,36029012902,"Census Tract 129.02, Erie County, New York",1625,64,1035,65,590,76
1400000US36029013001,36029013001,"Census Tract 130.01, Erie County, New York",1414,71,972,122,442,112
1400000US36029013002,36029013002,"Census Tract 130.02, Erie County, New York",2449,94,1999,138,450,135
1400000US36029013101,36029013101,"Census Tract 131.01, Erie County, New York",2780,132,2222,143,558,153
1400000US36029013102,36029013102,"Census Tract 131.02, Erie County, New York",2945,121,2882,132,63,52
1400000US36029013201,36029013201,"Census Tract 132.01, Erie County, New York",2427,115,1664,161,763,151
1400000US36029013202,36029013202,"Census Tract 132.02, Erie County, New York",1903,89,1633,95,270,69
1400000US36029013300,36029013300,"Census Tract 133, Erie County, New York",1443,92,1094,100,349,77
1400000US36029013400,36029013400,"Census Tract 134, Erie County, New York",2673,167,1823,188,850,139
1400000US36029013501,36029013501,"Census Tract 135.01, Erie County, New York",2755,141,2252,139,503,133
1400000US36029013502,36029013502,"Census Tract 135.02, Erie County, New York",2433,72,2298,100,135,74
1400000US36029013600,36029013600,"Census Tract 136, Erie County, New York",1241,151,862,117,379,84
1400000US36029013701,36029013701,"Census Tract 137.01, Erie County, New York",2726,141,2014,162,712,170
1400000US36029013702,36029013702,"Census Tract 137.02, Erie County, New York",2332,114,1532,114,800,145
1400000US36029013800,36029013800,"Census Tract 138, Erie County, New York",3079,177,2602,196,477,116
1400000US36029013900,36029013900,"Census Tract 139, Erie County, New York",877,69,685,65,192,51
1400000US36029014000,36029014000,"Census Tract 140, Erie County, New York",1488,113,1116,107,372,80
1400000US36029014101,36029014101,"Census Tract 141.01, Erie County, New York",2514,117,2317,126,197,92
1400000US36029014102,36029014102,"Census Tract 141.02, Erie County, New York",2239,107,1874,131,365,115
1400000US36029014204,36029014204,"Census Tract 142.04, Erie County, New York",1816,89,1259,84,557,86
1400000US36029014206,36029014206,"Census Tract 142.06, Erie County, New York",2409,116,2331,146,78,88
1400000US36029014207,36029014207,"Census Tract 142.07, Erie County, New York",2355,86,1614,97,741,103
1400000US36029014208,36029014208,"Census Tract 142.08, Erie County, New York",1982,108,1822,122,160,79
1400000US36029014209,36029014209,"Census Tract 142.09, Erie County, New York",1509,64,1353,76,156,71
1400000US36029014300,36029014300,"Census Tract 143, Erie County, New York",2585,126,2113,159,472,156
1400000US36029014400,36029014400,"Census Tract 144, Erie County, New York",1831,126,1057,129,774,149
1400000US36029014501,36029014501,"Census Tract 145.01, Erie County, New York",1527,82,1272,95,255,66
1400000US36029014502,36029014502,"Census Tract 145.02, Erie County, New York",1094,84,406,79,688,94
1400000US36029014601,36029014601,"Census Tract 146.01, Erie County, New York",2194,99,1563,136,631,109
1400000US36029014603,36029014603,"Census Tract 146.03, Erie County, New York",1613,79,1479,84,134,55
1400000US36029014604,36029014604,"Census Tract 146.04, Erie County, New York",2869,96,2414,120,455,112
1400000US36029014701,36029014701,"Census Tract 147.01, Erie County, New York",1954,87,1822,90,132,67
1400000US36029014702,36029014702,"Census Tract 147.02, Erie County, New York",3129,137,2503,137,626,149
1400000US36029014801,36029014801,"Census Tract 148.01, Erie County, New York",1071,93,619,98,452,88
1400000US36029014803,36029014803,"Census Tract 148.03, Erie County, New York",2521,175,2195,191,326,122
1400000US36029014901,36029014901,"Census Tract 149.01, Erie County, New York",1188,68,777,69,411,69
1400000US36029014903,36029014903,"Census Tract 149.03, Erie County, New York",2159,198,1894,193,265,98
1400000US36029014904,36029014904,"Census Tract 149.04, Erie County, New York",0,11,0,11,0,11
1400000US36029015001,36029015001,"Census Tract 150.01, Erie County, New York",2101,102,1979,140,122,89
1400000US36029015002,36029015002,"Census Tract 150.02, Erie County, New York",1185,76,1083,95,102,57
1400000US36029015003,36029015003,"Census Tract 150.03, Erie County, New York",1488,86,1214,105,274,94
1400000US36029015101,36029015101,"Census Tract 151.01, Erie County, New York",1368,75,1198,84,170,77
1400000US36029015102,36029015102,"Census Tract 151.02, Erie County, New York",1054,83,921,86,133,44
1400000US36029015201,36029015201,"Census Tract 152.01, Erie County, New York",1253,97,1164,94,89,47
1400000US36029015202,36029015202,"Census Tract 152.02, Erie County, New York",2040,137,1477,142,563,146
1400000US36029015301,36029015301,"Census Tract 153.01, Erie County, New York",1906,100,1672,118,234,80
1400000US36029015302,36029015302,"Census Tract 153.02, Erie County, New York",1176,65,1009,75,167,70
1400000US36029015401,36029015401,"Census Tract 154.01, Erie County, New York",1066,66,828,78,238,77
1400000US36029015402,36029015402,"Census Tract 154.02, Erie County, New York",1961,132,1750,138,211,115
